Timestamp,ax,ay,az,gx,gy,gz
1764758149270,-0.3033,5.8499,7.5434,-0.0449,-0.1034,-0.164
1764758149280,-0.3033,5.8499,7.5434,-0.0449,-0.1034,-0.164
1764758149290,-0.3033,5.8499,7.5434,0.0504,-0.3595,-0.1381
1764758149300,-0.4193,5.5292,8.4849,0.0504,-0.3595,-0.1381
1764758149310,-0.4193,5.5292,8.4849,0.0504,-0.3595,-0.1381
1764758149320,0.0879,5.9456,8.0746,0.2347,-0.3487,-0.022
1764758149330,0.0879,5.9456,8.0746,0.2347,-0.3487,-0.022
1764758149340,0.2106,6.1101,7.7683,0.2161,-0.2776,-0.0257
1764758149350,0.2106,6.1101,7.7683,0.2161,-0.2776,-0.0257
1764758149360,0.25,6.0096,7.59,0.0875,-0.1151,-0.0293
1764758149370,0.25,6.0096,7.59,0.0875,-0.1151,-0.0293
1764758149380,0.338,6.1352,7.5805,-0.0214,-0.0533,-0.0324
1764758149390,0.338,6.1352,7.5805,-0.0214,-0.0533,-0.0324
1764758149400,0.338,6.1352,7.5805,-0.0405,-0.1071,-0.0712
1764758149410,0.338,6.0873,7.6822,-0.0405,-0.1071,-0.0712
1764758149420,0.338,6.0873,7.6822,0.0052,-0.1868,-0.1051
1764758149430,0.1496,5.945,7.8915,0.0052,-0.1868,-0.1051
1764758149440,0.1496,5.945,7.8915,0.126,-0.2642,-0.0782
1764758149450,-0.0796,5.735,8.1051,0.126,-0.2642,-0.0782
1764758149460,-0.0796,5.735,8.1051,0.126,-0.2642,-0.0782
1764758149470,-0.3619,5.6758,8.0752,0.2535,-0.3604,0.007
1764758149480,-0.3619,5.6758,8.0752,0.2535,-0.3604,0.007
1764758149490,0.2357,6.3583,7.2467,0.4111,-0.5567,0.1167
1764758149500,0.2357,6.3583,7.2467,0.4111,-0.5567,0.1167
1764758149510,2.5047,6.5575,6.9182,0.2259,-0.5632,0.0221
1764758149520,2.5047,6.5575,6.9182,0.2259,-0.5632,0.0221
1764758149530,3.7232,6.7747,12.3529,0.3378,-1.1619,-0.5253
1764758149540,3.7232,6.7747,12.3529,0.3378,-1.1619,-0.5253
1764758149550,3.7232,6.7747,12.3529,1.341,-0.6144,-1.0427
1764758149560,-0.7388,6.3087,5.9563,1.341,-0.6144,-1.0427
1764758149570,-0.7388,6.3087,5.9563,0.4436,0.0783,-0.5713
1764758149580,-3.3212,5.3486,3.396,0.4436,0.0783,-0.5713
1764758149590,-3.3212,5.3486,3.396,-0.8089,0.5498,0.3173
1764758149600,-0.7543,6.1412,5.7446,-0.8089,0.5498,0.3173
1764758149610,-0.7543,6.1412,5.7446,-0.8089,0.5498,0.3173
