Timestamp,ax,ay,az,gx,gy,gz
1764757910850,-0.4325,4.1378,8.613,0.0518,-0.0058,-0.0791
1764757910860,-0.4325,4.1378,8.613,-0.0476,0.0147,-0.0147
1764757910870,-0.3003,4.1414,8.6764,-0.0476,0.0147,-0.0147
1764757910880,-0.3003,4.1414,8.6764,-0.1559,0.089,0.0252
1764757910890,-0.1687,4.124,8.8247,-0.1559,0.089,0.0252
1764757910900,-0.1687,4.124,8.8247,-0.2031,0.1388,0.0272
1764757910910,-0.1579,4.0947,8.991,-0.2031,0.1388,0.0272
1764757910920,-0.1579,4.0947,8.991,-0.2031,0.1388,0.0272
1764757910930,-0.2901,4.1426,8.9767,-0.1927,0.1775,0.0157
1764757910940,-0.2901,4.1426,8.9767,-0.1927,0.1775,0.0157
1764757910950,-0.2901,4.1426,8.9767,-0.1921,0.2008,0.0403
1764757910960,-0.6909,3.9685,8.8457,-0.1921,0.2008,0.0403
1764757910970,-0.6909,3.9685,8.8457,-0.2314,0.1733,0.1461
1764757910980,-0.81,3.8034,8.8905,-0.2314,0.1733,0.1461
1764757910990,-0.81,3.8034,8.8905,-0.2224,-0.0889,0.2512
1764757911000,-0.874,3.6885,9.2064,-0.2224,-0.0889,0.2512
1764757911010,-0.874,3.6885,9.2064,0.0186,-0.8523,0.2973
1764757911020,-0.7771,3.5509,10.6367,0.0186,-0.8523,0.2973
1764757911030,-0.7771,3.5509,10.6367,0.5628,-1.4262,0.3176
1764757911040,-1.1803,3.5557,10.9484,0.5628,-1.4262,0.3176
1764757911050,-1.1803,3.5557,10.9484,0.9171,-0.8503,0.6417
1764757911060,6.5276,4.0247,10.7994,0.9171,-0.8503,0.6417
1764757911070,6.5276,4.0247,10.7994,0.9171,-0.8503,0.6417
1764757911080,6.5276,4.0247,10.7994,0.4273,2.0553,0.4716
1764757911090,4.4668,6.8997,2.8618,0.4273,2.0553,0.4716
1764757911100,4.4668,6.8997,2.8618,-0.9268,0.3187,-1.6544
1764757911110,-5.7858,3.9452,11.4844,-0.9268,0.3187,-1.6544
1764757911120,-5.7858,3.9452,11.4844,-0.9268,0.3187,-1.6544
