Timestamp,ax,ay,az,gx,gy,gz
1764758539300,4.9071,-0.2213,7.9519,-0.5469,0.5881,-0.062
1764758539310,4.9071,-0.2213,7.9519,-0.5469,0.5881,-0.062
1764758539320,4.7677,-0.4534,8.4162,-0.7066,0.6405,-0.1148
1764758539330,4.7677,-0.4534,8.4162,-0.7066,0.6405,-0.1148
1764758539340,4.7677,-0.4534,8.4162,-0.7631,0.8479,-0.1378
1764758539350,4.1414,-0.7274,8.6716,-0.7631,0.8479,-0.1378
1764758539360,4.1414,-0.7274,8.6716,-0.9441,1.31,-0.0188
1764758539370,4.0439,-0.7496,8.5663,-0.9441,1.31,-0.0188
1764758539380,4.0439,-0.7496,8.5663,-1.2958,1.9002,0.0362
1764758539390,3.8333,-0.9607,8.3157,-1.2958,1.9002,0.0362
1764758539400,3.8333,-0.9607,8.3157,-1.2958,1.9002,0.0362
1764758539410,3.6592,-0.9272,8.2822,-1.4719,2.087,0.0298
1764758539420,3.6592,-0.9272,8.2822,-1.4719,2.087,0.0298
1764758539430,3.064,-1.0594,7.0971,-1.2669,1.67,-0.0823
1764758539440,3.064,-1.0594,7.0971,-1.2669,1.67,-0.0823
1764758539450,2.0656,-1.9256,3.0879,-0.7362,-0.0075,-0.2514
1764758539460,2.0656,-1.9256,3.0879,-0.7362,-0.0075,-0.2514
1764758539470,2.6064,-2.6644,1.7821,0.7179,-5.4665,-0.4129
1764758539480,2.6064,-2.6644,1.7821,0.7179,-5.4665,-0.4129
1764758539490,2.6064,-2.6644,1.7821,5.1328,-15.3739,-0.4969
1764758539500,6.1143,-1.718,7.931,5.1328,-15.3739,-0.4969
1764758539510,6.1143,-1.718,7.931,12.2605,-24.6078,-0.4994
1764758539520,10.2425,2.0608,8.2014,12.2605,-24.6078,-0.4994
1764758539530,10.2425,2.0608,8.2014,12.2605,-24.6078,-0.4994
1764758539540,7.9143,1.1689,1.6283,17.3664,-28.4709,-0.9187
1764758539550,7.9143,1.1689,1.6283,17.3664,-28.4709,-0.9187
1764758539560,1.7815,-4.5643,-3.6867,16.1728,-25.4185,-0.7735
1764758539570,1.7815,-4.5643,-3.6867,16.1728,-25.4185,-0.7735
1764758539580,-1.5111,-5.3515,-3.5462,10.8016,-15.2032,0.0635
1764758539590,-1.5111,-5.3515,-3.5462,10.8016,-15.2032,0.0635
1764758539600,8.2397,-4.3848,-7.6319,2.5241,0.8257,1.5915
1764758539610,8.2397,-4.3848,-7.6319,2.5241,0.8257,1.5915
1764758539620,8.2397,-4.3848,-7.6319,-4.4121,12.9826,1.4155
1764758539630,15.4642,0.0544,-13.3388,-4.4121,12.9826,1.4155
1764758539640,15.4642,0.0544,-13.3388,-6.9045,15.2348,0.5017
1764758539650,12.8435,-1.1725,-10.9017,-6.9045,15.2348,0.5017
1764758539660,12.8435,-1.1725,-10.9017,-6.8531,13.7909,0.4585
1764758539670,11.6991,-1.1121,-6.6981,-6.8531,13.7909,0.4585
1764758539680,11.6991,-1.1121,-6.6981,-6.8531,13.7909,0.4585
1764758539690,14.0728,0.1543,-3.6562,-5.6122,11.1274,0.531
1764758539700,14.0728,0.1543,-3.6562,-5.6122,11.1274,0.531
1764758539710,15.1454,0.9045,-0.7143,-4.2744,8.3924,0.0863
1764758539720,15.1454,0.9045,-0.7143,-4.2744,8.3924,0.0863
1764758539730,13.7551,0.9392,1.4483,-3.0609,6.3293,-0.573
1764758539740,13.7551,0.9392,1.4483,-3.0609,6.3293,-0.573
1764758539750,13.7551,0.9392,1.4483,-2.2923,5.1085,-0.8735
1764758539760,11.7392,-0.3601,1.7976,-2.2923,5.1085,-0.8735
1764758539770,11.7392,-0.3601,1.7976,-2.2138,4.7032,-0.8102
1764758539780,10.9866,-1.2987,3.3727,-2.2138,4.7032,-0.8102
1764758539790,10.9866,-1.2987,3.3727,-2.2138,4.7032,-0.8102
1764758539800,10.0146,-0.204,4.5769,-2.1192,4.915,-0.6855
1764758539810,10.0146,-0.204,4.5769,-2.1192,4.915,-0.6855
1764758539820,9.4576,0.4451,4.3035,-1.8602,4.8373,-0.5493
1764758539830,9.4576,0.4451,4.3035,-1.8602,4.8373,-0.5493
